Linux 5.15.167.4-microsoft-standard-WSL2 (DESKTOP-5TARP0L) 	06/08/25 	_x86_64_	(16 CPU)

18:03:17     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:03:18     all    0.06    0.00    0.37    2.18    0.00    0.06    0.00    0.00    0.00   97.32
18:03:18       0    0.00    0.00    0.00    0.99    0.00    0.99    0.00    0.00    0.00   98.02
18:03:18       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:03:18       2    0.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   98.00
18:03:18       3    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
18:03:18       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:03:18       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:03:18       6    0.00    0.00    1.00   20.00    0.00    0.00    0.00    0.00    0.00   79.00
18:03:18       7    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   98.99
18:03:18       8    0.00    0.00    0.00    1.98    0.00    0.00    0.00    0.00    0.00   98.02
18:03:18       9    0.99    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00   98.02
18:03:18      10    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
18:03:18      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:03:18      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:03:18      13    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
18:03:18      14    0.00    0.00    3.88    5.83    0.00    0.00    0.00    0.00    0.00   90.29
18:03:18      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

18:03:18     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:03:19     all    0.44    0.00    0.63   11.10    0.00    0.19    0.00    0.00    0.00   87.64
18:03:19       0    0.00    0.00    0.00    7.07    0.00    1.01    0.00    0.00    0.00   91.92
18:03:19       1    0.00    0.00    0.00   31.31    0.00    0.00    0.00    0.00    0.00   68.69
18:03:19       2    0.00    0.00    1.01    7.07    0.00    1.01    0.00    0.00    0.00   90.91
18:03:19       3    5.05    0.00    1.01   33.33    0.00    0.00    0.00    0.00    0.00   60.61
18:03:19       4    0.00    0.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00   90.00
18:03:19       5    2.00    0.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00   91.00
18:03:19       6    0.00    0.00    2.00   54.00    0.00    0.00    0.00    0.00    0.00   44.00
18:03:19       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:03:19       8    0.00    0.00    2.02    5.05    0.00    0.00    0.00    0.00    0.00   92.93
18:03:19       9    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   98.99
18:03:19      10    0.00    0.00    0.00    4.00    0.00    1.00    0.00    0.00    0.00   95.00
18:03:19      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:03:19      12    0.00    0.00    1.00    3.00    0.00    0.00    0.00    0.00    0.00   96.00
18:03:19      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:03:19      14    0.00    0.00    3.00   14.00    0.00    0.00    0.00    0.00    0.00   83.00
18:03:19      15    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00

18:03:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:03:20     all    1.06    0.00    1.50   14.02    0.00    0.06    0.00    0.00    0.00   83.36
18:03:20       0    1.00    0.00    3.00    7.00    0.00    0.00    0.00    0.00    0.00   89.00
18:03:20       1    2.91    0.00    3.88   33.98    0.00    0.00    0.00    0.00    0.00   59.22
18:03:20       2    0.00    0.00    0.00   26.80    0.00    0.00    0.00    0.00    0.00   73.20
18:03:20       3    0.00    0.00    2.02   36.36    0.00    1.01    0.00    0.00    0.00   60.61
18:03:20       4    0.00    0.00    2.00    5.00    0.00    0.00    0.00    0.00    0.00   93.00
18:03:20       5    4.81    0.00    2.88   15.38    0.00    0.00    0.00    0.00    0.00   76.92
18:03:20       6    0.98    0.00    2.94   17.65    0.00    0.00    0.00    0.00    0.00   78.43
