Linux 5.15.167.4-microsoft-standard-WSL2 (DESKTOP-5TARP0L) 	06/08/25 	_x86_64_	(16 CPU)

00:20:27     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:20:28     all    0.25    0.00    0.50   10.46    0.00    0.00    0.00    0.00    0.00   88.79
00:20:28       0    0.00    0.00    0.00   75.51    0.00    0.00    0.00    0.00    0.00   24.49
00:20:28       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:28       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:28       3    0.99    0.00    1.98    8.91    0.00    0.00    0.00    0.00    0.00   88.12
00:20:28       4    0.97    0.00    1.94   11.65    0.00    0.00    0.00    0.00    0.00   85.44
00:20:28       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:28       6    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
00:20:28       7    0.99    0.00    0.00   10.89    0.00    0.00    0.00    0.00    0.00   88.12
00:20:28       8    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
00:20:28       9    0.00    0.00    2.97   45.54    0.00    0.00    0.00    0.00    0.00   51.49
00:20:28      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:28      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:28      12    0.00    0.00    0.00    2.97    0.00    0.00    0.00    0.00    0.00   97.03
00:20:28      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:28      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:28      15    1.00    0.00    0.00   12.00    0.00    0.00    0.00    0.00    0.00   87.00

00:20:28     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:20:29     all    0.56    0.00    0.50   11.54    0.00    0.00    0.00    0.00    0.00   87.40
00:20:29       0    0.00    0.00    0.00    2.04    0.00    0.00    0.00    0.00    0.00   97.96
00:20:29       1    1.00    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00   93.00
00:20:29       2    0.00    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00   96.97
00:20:29       3    0.00    0.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00   93.00
00:20:29       4    0.00    0.00    0.00   10.10    0.00    0.00    0.00    0.00    0.00   89.90
00:20:29       5    0.00    0.00    1.96    0.00    0.00    0.00    0.00    0.00    0.00   98.04
00:20:29       6    0.00    0.00    0.00   16.00    0.00    0.00    0.00    0.00    0.00   84.00
00:20:29       7    1.00    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00   94.00
00:20:29       8    2.91    0.00    2.91   20.39    0.00    0.00    0.00    0.00    0.00   73.79
00:20:29       9    0.00    0.00    0.00    1.98    0.00    0.00    0.00    0.00    0.00   98.02
00:20:29      10    0.00    0.00    2.00   80.00    0.00    0.00    0.00    0.00    0.00   18.00
00:20:29      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:29      12    4.00    0.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00   89.00
00:20:29      13    0.00    0.00    0.99   16.83    0.00    0.00    0.00    0.00    0.00   82.18
00:20:29      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:29      15    0.00    0.00    0.00    9.09    0.00    0.00    0.00    0.00    0.00   90.91

00:20:29     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:20:30     all    0.50    0.00    0.69   13.52    0.00    0.00    0.00    0.00    0.00   85.28
00:20:30       0    0.00    0.00    2.02    4.04    0.00    0.00    0.00    0.00    0.00   93.94
00:20:30       1    3.00    0.00    2.00   30.00    0.00    0.00    0.00    0.00    0.00   65.00
00:20:30       2    0.00    0.00    1.02   20.41    0.00    0.00    0.00    0.00    0.00   78.57
00:20:30       3    0.00    0.00    0.00   23.23    0.00    0.00    0.00    0.00    0.00   76.77
00:20:30       4    0.00    0.00    0.00    8.08    0.00    0.00    0.00    0.00    0.00   91.92
00:20:30       5    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
00:20:30       6    0.00    0.00    1.01    8.08    0.00    0.00    0.00    0.00    0.00   90.91
00:20:30       7    0.00    0.00    0.99    7.92    0.00    0.00    0.00    0.00    0.00   91.09
00:20:30       8    2.13    0.00    0.00   19.15    0.00    0.00    0.00    0.00    0.00   78.72
00:20:30       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:30      10    0.00    0.00    2.00   58.00    0.00    0.00    0.00    0.00    0.00   40.00
00:20:30      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:30      12    1.98    0.00    0.99   14.85    0.00    0.00    0.00    0.00    0.00   82.18
00:20:30      13    0.00    0.00    0.00   12.00    0.00    0.00    0.00    0.00    0.00   88.00
00:20:30      14    0.99    0.00    0.00    3.96    0.00    0.00    0.00    0.00    0.00   95.05
00:20:30      15    0.00    0.00    0.00    7.14    0.00    0.00    0.00    0.00    0.00   92.86

00:20:30     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:20:31     all    1.44    0.00    0.81   13.03    0.00    0.13    0.00    0.00    0.00   84.59
00:20:31       0    1.96    0.00    1.96    7.84    0.00    0.98    0.00    0.00    0.00   87.25
00:20:31       1    0.00    0.00    0.00   98.97    0.00    0.00    0.00    0.00    0.00    1.03
00:20:31       2    3.09    0.00    0.00    5.15    0.00    0.00    0.00    0.00    0.00   91.75
00:20:31       3    3.92    0.00    1.96    5.88    0.00    0.98    0.00    0.00    0.00   87.25
00:20:31       4    0.00    0.00    1.01    4.04    0.00    0.00    0.00    0.00    0.00   94.95
00:20:31       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:31       6    4.00    0.00    0.00   14.00    0.00    0.00    0.00    0.00    0.00   82.00
00:20:31       7    1.98    0.00    0.00   18.81    0.00    0.00    0.00    0.00    0.00   79.21
00:20:31       8    1.01    0.00    2.02   11.11    0.00    0.00    0.00    0.00    0.00   85.86
00:20:31       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:31      10    1.00    0.00    2.00   10.00    0.00    0.00    0.00    0.00    0.00   87.00
00:20:31      11    0.00    0.00    0.99    1.98    0.00    0.00    0.00    0.00    0.00   97.03
00:20:31      12    3.03    0.00    1.01   10.10    0.00    0.00    0.00    0.00    0.00   85.86
00:20:31      13    0.00    0.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00   91.00
00:20:31      14    2.00    0.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00   91.00
00:20:31      15    1.00    0.00    2.00    7.00    0.00    0.00    0.00    0.00    0.00   90.00

00:20:31     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:20:32     all    1.70    0.00    1.01   12.16    0.00    0.06    0.00    0.00    0.00   85.07
00:20:32       0    1.02    0.00    4.08   15.31    0.00    0.00    0.00    0.00    0.00   79.59
00:20:32       1    0.00    0.00    2.97   93.07    0.00    0.00    0.00    0.00    0.00    3.96
00:20:32       2    2.06    0.00    0.00    5.15    0.00    0.00    0.00    0.00    0.00   92.78
00:20:32       3    0.00    0.00    0.00   16.49    0.00    0.00    0.00    0.00    0.00   83.51
00:20:32       4    1.00    0.00    2.00   19.00    0.00    0.00    0.00    0.00    0.00   78.00
00:20:32       5    1.00    0.00    1.00    6.00    0.00    0.00    0.00    0.00    0.00   92.00
00:20:32       6    3.92    0.00    0.98    8.82    0.00    0.98    0.00    0.00    0.00   85.29
00:20:32       7    5.05    0.00    1.01    3.03    0.00    0.00    0.00    0.00    0.00   90.91
00:20:32       8    0.00    0.00    2.06    6.19    0.00    0.00    0.00    0.00    0.00   91.75
00:20:32       9    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
00:20:32      10    1.03    0.00    0.00    6.19    0.00    0.00    0.00    0.00    0.00   92.78
00:20:32      11    3.03    0.00    1.01    3.03    0.00    0.00    0.00    0.00    0.00   92.93
00:20:32      12    1.01    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00   94.95
00:20:32      13    0.00    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00   95.00
00:20:32      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:32      15    6.86    0.00    0.98    1.96    0.00    0.00    0.00    0.00    0.00   90.20

00:20:32     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:20:33     all    2.02    0.00    1.07   12.95    0.00    0.13    0.00    0.00    0.00   83.83
00:20:33       0    2.02    0.00    1.01   16.16    0.00    0.00    0.00    0.00    0.00   80.81
00:20:33       1    2.02    0.00    2.02   44.44    0.00    0.00    0.00    0.00    0.00   51.52
00:20:33       2    2.94    0.00    3.92   58.82    0.00    0.00    0.00    0.00    0.00   34.31
00:20:33       3    1.02    0.00    2.04   12.24    0.00    0.00    0.00    0.00    0.00   84.69
00:20:33       4    2.97    0.00    0.99   13.86    0.00    0.00    0.00    0.00    0.00   82.18
00:20:33       5    2.04    0.00    0.00   15.31    0.00    1.02    0.00    0.00    0.00   81.63
00:20:33       6    2.97    0.00    0.99    5.94    0.00    0.99    0.00    0.00    0.00   89.11
00:20:33       7    3.03    0.00    1.01    2.02    0.00    0.00    0.00    0.00    0.00   93.94
00:20:33       8    3.09    0.00    0.00    7.22    0.00    0.00    0.00    0.00    0.00   89.69
00:20:33       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:20:33      10    2.06    0.00    0.00    6.19    0.00    0.00    0.00    0.00    0.00   91.75
00:20:33      11    1.04    0.00    0.00    5.21    0.00    0.00    0.00    0.00    0.00   93.75
00:20:33      12    2.02    0.00    2.02    6.06    0.00    0.00    0.00    0.00    0.00   89.90
00:20:33      13    0.00    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00   95.00
00:20:33      14    1.01    0.00    3.03    5.05    0.00    0.00    0.00    0.00    0.00   90.91
00:20:33      15    4.08    0.00    0.00    2.04    0.00    0.00    0.00    0.00    0.00   93.88

00:20:33     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:20:34     all    3.62    0.00    1.19   11.31    0.00    0.12    0.00    0.00    0.00   83.76
00:20:34       0    4.95    0.00    1.98    5.94    0.00    0.99    0.00    0.00    0.00   86.14
00:20:34       1    3.03    0.00    0.00   32.32    0.00    1.01    0.00    0.00    0.00   63.64
00:20:34       2    4.00    0.00    2.00   10.00    0.00    0.00    0.00    0.00    0.00   84.00
00:20:34       3    1.01    0.00    2.02    9.09    0.00    0.00    0.00    0.00    0.00   87.88
00:20:34       4    2.02    0.00    1.01   10.10    0.00    0.00    0.00    0.00    0.00   86.87
00:20:34       5    6.73    0.00    0.96    4.81    0.00    0.00    0.00    0.00    0.00   87.50
00:20:34       6    6.00    0.00    0.00   18.00    0.00    0.00    0.00    0.00    0.00   76.00
00:20:34       7    0.00    0.00    2.02    1.01    0.00    0.00    0.00    0.00    0.00   96.97
00:20:34       8    5.88    0.00    1.96    6.86    0.00    0.00    0.00    0.00    0.00   85.29
00:20:34       9    0.00    0.00    0.00   63.27    0.00    0.00    0.00    0.00    0.00   36.73
00:20:34      10    4.90    0.00    1.96    3.92    0.00    0.00    0.00    0.00    0.00   89.22
00:20:34      11    7.92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.08
00:20:34      12    2.08    0.00    0.00    5.21    0.00    0.00    0.00    0.00    0.00   92.71
00:20:34      13    0.99    0.00    1.98    2.97    0.00    0.00    0.00    0.00    0.00   94.06
00:20:34      14    3.00    0.00    2.00    5.00    0.00    0.00    0.00    0.00    0.00   90.00
00:20:34      15    5.00    0.00    1.00    4.00    0.00    0.00    0.00    0.00    0.00   90.00

00:20:34     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:20:35     all    4.18    0.00    1.37   13.49    0.00    0.06    0.00    0.00    0.00   80.89
00:20:35       0    3.12    0.00    1.04   15.62    0.00    0.00    0.00    0.00    0.00   80.21
00:20:35       1    1.01    0.00    2.02   59.60    0.00    0.00    0.00    0.00    0.00   37.37
00:20:35       2    3.09    0.00    0.00   17.53    0.00    0.00    0.00    0.00    0.00   79.38
00:20:35       3    1.98    0.00    2.97   29.70    0.00    0.00    0.00    0.00    0.00   65.35
00:20:35       4    5.10    0.00    0.00    3.06    0.00    0.00    0.00    0.00    0.00   91.84
00:20:35       5    3.12    0.00    0.00    2.08    0.00    0.00    0.00    0.00    0.00   94.79
00:20:35       6    2.02    0.00    2.02   15.15    0.00    0.00    0.00    0.00    0.00   80.81
00:20:35       7    5.88    0.00    0.98    1.96    0.00    0.00    0.00    0.00    0.00   91.18
00:20:35       8    5.83    0.00    2.91    8.74    0.00    0.97    0.00    0.00    0.00   81.55
00:20:35       9   11.21    0.00    1.87   23.36    0.00    0.00    0.00    0.00    0.00   63.55
00:20:35      10    4.00    0.00    1.00    8.00    0.00    0.00    0.00    0.00    0.00   87.00
00:20:35      11    3.03    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   94.95
00:20:35      12    4.00    0.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00   85.00
00:20:35      13    4.00    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00   91.00
00:20:35      14    4.90    0.00    2.94    4.90    0.00    0.00    0.00    0.00    0.00   87.25
00:20:35      15    3.92    0.00    2.94    8.82    0.00    0.00    0.00    0.00    0.00   84.31

00:20:35     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:20:36     all    4.56    0.00    1.37   12.80    0.00    0.12    0.00    0.00    0.00   81.14
00:20:36       0    5.88    0.00    2.94   26.47    0.00    0.00    0.00    0.00    0.00   64.71
00:20:36       1    2.97    0.00    1.98   15.84    0.00    0.00    0.00    0.00    0.00   79.21
00:20:36       2    2.08    0.00    1.04   19.79    0.00    0.00    0.00    0.00    0.00   77.08
00:20:36       3    5.10    0.00    0.00   13.27    0.00    0.00    0.00    0.00    0.00   81.63
00:20:36       4    3.06    0.00    0.00   24.49    0.00    0.00    0.00    0.00    0.00   72.45
00:20:36       5    6.00    0.00    1.00    2.00    0.00    0.00    0.00    0.00    0.00   91.00
00:20:36       6    5.00    0.00    0.00   22.00    0.00    0.00    0.00    0.00    0.00   73.00
00:20:36       7    4.95    0.00    0.99    4.95    0.00    1.98    0.00    0.00    0.00   87.13
00:20:36       8    4.04    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00   89.90
00:20:36       9    4.00    0.00    3.00    5.00    0.00    0.00    0.00    0.00    0.00   88.00
00:20:36      10    6.00    0.00    3.00   28.00    0.00    0.00    0.00    0.00    0.00   63.00
00:20:36      11    2.04    0.00    1.02    9.18    0.00    0.00    0.00    0.00    0.00   87.76
00:20:36      12    6.80    0.00    1.94   10.68    0.00    0.00    0.00    0.00    0.00   80.58
