Linux 5.15.167.4-microsoft-standard-WSL2 (DESKTOP-5TARP0L) 	06/08/25 	_x86_64_	(16 CPU)

00:55:33     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:55:34     all    0.06    0.00    0.06   10.90    0.00    0.06    0.00    0.00    0.00   88.91
00:55:34       0    0.00    0.00    0.00   15.62    0.00    0.00    0.00    0.00    0.00   84.38
00:55:34       1    0.00    0.00    0.00   28.28    0.00    0.00    0.00    0.00    0.00   71.72
00:55:34       2    0.00    0.00    0.00    5.10    0.00    1.02    0.00    0.00    0.00   93.88
00:55:34       3    0.00    0.00    0.00   12.12    0.00    0.00    0.00    0.00    0.00   87.88
00:55:34       4    0.00    0.00    0.00   12.12    0.00    0.00    0.00    0.00    0.00   87.88
00:55:34       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:55:34       6    0.00    0.00    0.00   84.69    0.00    0.00    0.00    0.00    0.00   15.31
00:55:34       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:55:34       8    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   98.99
00:55:34       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:55:34      10    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   98.99
00:55:34      11    0.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00   98.00
00:55:34      12    1.00    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00   95.00
00:55:34      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:55:34      14    0.00    0.00    1.00   10.00    0.00    0.00    0.00    0.00    0.00   89.00
00:55:34      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

00:55:34     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:55:35     all    0.31    0.00    0.31   12.55    0.00    0.13    0.00    0.00    0.00   86.70
00:55:35       0    0.00    0.00    0.00    7.07    0.00    2.02    0.00    0.00    0.00   90.91
00:55:35       1    1.98    0.00    1.98   43.56    0.00    0.00    0.00    0.00    0.00   52.48
00:55:35       2    2.04    0.00    1.02   18.37    0.00    0.00    0.00    0.00    0.00   78.57
00:55:35       3    0.00    0.00    0.00   10.10    0.00    0.00    0.00    0.00    0.00   89.90
00:55:35       4    0.00    0.00    1.00   43.00    0.00    0.00    0.00    0.00    0.00   56.00
